STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE
29,105,Missouri,Laclede County,4,36345
29,107,Missouri,Lafayette County,4,32967
29,109,Missouri,Lawrence County,4,38689
29,111,Missouri,Lewis County,4,9886
29,113,Missouri,Lincoln County,4,63182
29,115,Missouri,Linn County,4,11826
29,117,Missouri,Livingston County,4,14335
29,119,Missouri,McDonald County,4,23593
29,121,Missouri,Macon County,4,15076
29,123,Missouri,Madison County,4,12757
29,125,Missouri,Maries County,4,8432
29,127,Missouri,Marion County,4,28489
29,129,Missouri,Mercer County,4,3466
29,131,Missouri,Miller County,4,25403
29,133,Missouri,Mississippi County,4,11665
29,135,Missouri,Moniteau County,4,15260
29,137,Missouri,Monroe County,4,8635
29,139,Missouri,Montgomery County,4,11479
29,141,Missouri,Morgan County,4,21786
29,143,Missouri,New Madrid County,4,15710
29,145,Missouri,Newton County,4,60096
29,147,Missouri,Nodaway County,4,20715
29,149,Missouri,Oregon County,4,8703
29,151,Missouri,Osage County,4,13398
29,153,Missouri,Ozark County,4,8954
29,155,Missouri,Pemiscot County,4,14865
29,157,Missouri,Perry County,4,18878
29,159,Missouri,Pettis County,4,43397
29,161,Missouri,Phelps County,4,45273
29,163,Missouri,Pike County,4,17644
29,165,Missouri,Platte County,4,110570
29,167,Missouri,Polk County,4,32659
29,169,Missouri,Pulaski County,4,53810
29,171,Missouri,Putnam County,4,4662
29,173,Missouri,Ralls County,4,10410
29,175,Missouri,Randolph County,4,24626
29,177,Missouri,Ray County,4,23121
29,179,Missouri,Reynolds County,4,5996
29,181,Missouri,Ripley County,4,10714
29,183,Missouri,St. Charles County,4,413798
29,185,Missouri,St. Clair County,4,9595
29,186,Missouri,Ste. Genevieve County,4,18613
29,187,Missouri,St. Francois County,4,66906
29,189,Missouri,St. Louis County,4,990791
29,195,Missouri,Saline County,4,23003
29,197,Missouri,Schuyler County,4,4000
29,199,Missouri,Scotland County,4,4647
29,201,Missouri,Scott County,4,37868
29,203,Missouri,Shannon County,4,7216
29,205,Missouri,Shelby County,4,5996
29,207,Missouri,Stoddard County,4,28390
29,209,Missouri,Stone County,4,32134
29,211,Missouri,Sullivan County,4,5816
29,213,Missouri,Taney County,4,56749
29,215,Missouri,Texas County,4,25304
29,217,Missouri,Vernon County,4,19599
29,219,Missouri,Warren County,4,37290
29,221,Missouri,Washington County,4,23392
29,223,Missouri,Wayne County,4,10817
29,225,Missouri,Webster County,4,40366
29,227,Missouri,Worth County,4,1940
29,229,Missouri,Wright County,4,19143
29,510,Missouri,St. Louis city,4,286193
30,001,Montana,Beaverhead County,4,9747
30,003,Montana,Big Horn County,4,12826
30,005,Montana,Blaine County,4,6972
30,007,Montana,Broadwater County,4,7771
30,009,Montana,Carbon County,4,11236
30,011,Montana,Carter County,4,1403
30,013,Montana,Cascade County,4,85001
30,015,Montana,Chouteau County,4,5908
30,017,Montana,Custer County,4,12000
30,019,Montana,Daniels County,4,1645
30,021,Montana,Dawson County,4,8807
30,023,Montana,Deer Lodge County,4,9544
30,025,Montana,Fallon County,4,3050
30,027,Montana,Fergus County,4,11672
30,029,Montana,Flathead County,4,111885
30,031,Montana,Gallatin County,4,124938
30,033,Montana,Garfield County,4,1218
30,035,Montana,Glacier County,4,13650
30,037,Montana,Golden Valley County,4,826
30,039,Montana,Granite County,4,3497
30,041,Montana,Hill County,4,16118
30,043,Montana,Jefferson County,4,12831
30,045,Montana,Judith Basin County,4,2079
30,047,Montana,Lake County,4,32853
30,049,Montana,Lewis and Clark County,4,73784
30,051,Montana,Liberty County,4,1974
30,053,Montana,Lincoln County,4,21510
30,055,Montana,McCone County,4,1711
30,057,Montana,Madison County,4,9252
30,059,Montana,Meagher County,4,2026
30,061,Montana,Mineral County,4,5020
30,063,Montana,Missoula County,4,121011
30,065,Montana,Musselshell County,4,5169
30,067,Montana,Park County,4,17753
30,069,Montana,Petroleum County,4,521
30,071,Montana,Phillips County,4,4228
30,073,Montana,Pondera County,4,6092
30,075,Montana,Powder River County,4,1732
30,077,Montana,Powell County,4,7078
30,079,Montana,Prairie County,4,1108
30,081,Montana,Ravalli County,4,47177
30,083,Montana,Richland County,4,11230
30,085,Montana,Roosevelt County,4,10537
30,087,Montana,Rosebud County,4,8152
30,089,Montana,Sanders County,4,13384
30,091,Montana,Sheridan County,4,3555
30,093,Montana,Silver Bow County,4,35947
30,095,Montana,Stillwater County,4,9169
30,097,Montana,Sweet Grass County,4,3727
30,099,Montana,Teton County,4,6346
30,101,Montana,Toole County,4,5077
30,103,Montana,Treasure County,4,754
30,105,Montana,Valley County,4,7542
30,107,Montana,Wheatland County,4,2038
30,109,Montana,Wibaux County,4,927
30,111,Montana,Yellowstone County,4,169870
31,001,Nebraska,Adams County,4,30947
31,003,Nebraska,Antelope County,4,6305
31,005,Nebraska,Arthur County,4,425
31,007,Nebraska,Banner County,4,657
31,009,Nebraska,Blaine County,4,452
31,011,Nebraska,Boone County,4,5366
31,013,Nebraska,Box Butte County,4,10683
31,015,Nebraska,Boyd County,4,1730
31,017,Nebraska,Brown County,4,2883
31,019,Nebraska,Buffalo County,4,50532
31,021,Nebraska,Burt County,4,6770
31,023,Nebraska,Butler County,4,8443
31,025,Nebraska,Cass County,4,27152
31,027,Nebraska,Cedar County,4,8366
31,029,Nebraska,Chase County,4,3754
31,031,Nebraska,Cherry County,4,5485
31,033,Nebraska,Cheyenne County,4,9526
31,035,Nebraska,Clay County,4,6049
31,037,Nebraska,Colfax County,4,10453
31,039,Nebraska,Cuming County,4,8953
31,041,Nebraska,Custer County,4,10504
31,043,Nebraska,Dakota County,4,21116
31,045,Nebraska,Dawes County,4,8252
31,047,Nebraska,Dawson County,4,23905
31,049,Nebraska,Deuel County,4,1901
31,051,Nebraska,Dixon County,4,5516
31,053,Nebraska,Dodge County,4,37045
31,055,Nebraska,Douglas County,4,586106
31,057,Nebraska,Dundy County,4,1595
31,059,Nebraska,Fillmore County,4,5541
31,061,Nebraska,Franklin County,4,2850
31,063,Nebraska,Frontier County,4,2611
31,065,Nebraska,Furnas County,4,4570
31,067,Nebraska,Gage County,4,21564
31,069,Nebraska,Garden County,4,1835
31,071,Nebraska,Garfield County,4,1787
31,073,Nebraska,Gosper County,4,1835
31,075,Nebraska,Grant County,4,584
31,077,Nebraska,Greeley County,4,2235
31,079,Nebraska,Hall County,4,62096
31,081,Nebraska,Hamilton County,4,9439
31,083,Nebraska,Harlan County,4,3032
31,085,Nebraska,Hayes County,4,864
31,087,Nebraska,Hitchcock County,4,2614
31,089,Nebraska,Holt County,4,10013
31,091,Nebraska,Hooker County,4,682
31,093,Nebraska,Howard County,4,6509
31,095,Nebraska,Jefferson County,4,7140
31,097,Nebraska,Johnson County,4,5245
31,099,Nebraska,Kearney County,4,6706
31,101,Nebraska,Keith County,4,8179
31,103,Nebraska,Keya Paha County,4,805
31,105,Nebraska,Kimball County,4,3336
31,107,Nebraska,Knox County,4,8307
31,109,Nebraska,Lancaster County,4,324434
31,111,Nebraska,Lincoln County,4,33614
31,113,Nebraska,Logan County,4,685
31,115,Nebraska,Loup County,4,601
31,117,Nebraska,McPherson County,4,379
31,119,Nebraska,Madison County,4,35414
31,121,Nebraska,Merrick County,4,7715
31,123,Nebraska,Morrill County,4,4522
31,125,Nebraska,Nance County,4,3317
31,127,Nebraska,Nemaha County,4,7036
31,129,Nebraska,Nuckolls County,4,4069
31,131,Nebraska,Otoe County,4,16186
31,133,Nebraska,Pawnee County,4,2531
31,135,Nebraska,Perkins County,4,2827
31,137,Nebraska,Phelps County,4,8988
31,139,Nebraska,Pierce County,4,7317
31,141,Nebraska,Platte County,4,34355
31,143,Nebraska,Polk County,4,5240
31,145,Nebraska,Red Willow County,4,10528
31,147,Nebraska,Richardson County,4,7730
31,149,Nebraska,Rock County,4,1241
31,151,Nebraska,Saline County,4,14548
31,153,Nebraska,Sarpy County,4,196427
31,155,Nebraska,Saunders County,4,23177
31,157,Nebraska,Scotts Bluff County,4,35769
31,159,Nebraska,Seward County,4,17625
31,161,Nebraska,Sheridan County,4,5006
31,163,Nebraska,Sherman County,4,3006
31,165,Nebraska,Sioux County,4,1127
31,167,Nebraska,Stanton County,4,5765
31,169,Nebraska,Thayer County,4,4854
31,171,Nebraska,Thomas County,4,665
31,173,Nebraska,Thurston County,4,6555
31,175,Nebraska,Valley County,4,4058
31,177,Nebraska,Washington County,4,21167
31,179,Nebraska,Wayne County,4,9899
31,181,Nebraska,Webster County,4,3339
31,183,Nebraska,Wheeler County,4,782
31,185,Nebraska,York County,4,14312
32,001,Nevada,Churchill County,4,25798
32,003,Nevada,Clark County,4,2322535
32,005,Nevada,Douglas County,4,49662
32,007,Nevada,Elko County,4,53979
32,009,Nevada,Esmeralda County,4,747
32,011,Nevada,Eureka County,4,1863
32,013,Nevada,Humboldt County,4,17296
32,015,Nevada,Lander County,4,5761
32,017,Nevada,Lincoln County,4,4440
32,019,Nevada,Lyon County,4,61628
32,021,Nevada,Mineral County,4,4537
32,023,Nevada,Nye County,4,54769
32,027,Nevada,Pershing County,4,6450
32,029,Nevada,Storey County,4,4165
32,031,Nevada,Washoe County,4,496980
32,033,Nevada,White Pine County,4,8746
32,510,Nevada,Carson City,4,58065
33,001,New Hampshire,Belknap County,4,64705
33,003,New Hampshire,Carroll County,4,52154
33,005,New Hampshire,Cheshire County,4,77463
33,007,New Hampshire,Coos County,4,31476
33,009,New Hampshire,Grafton County,4,93131
33,011,New Hampshire,Hillsborough County,4,427493
33,013,New Hampshire,Merrimack County,4,156459
33,015,New Hampshire,Rockingham County,4,319633
33,017,New Hampshire,Strafford County,4,132571
33,019,New Hampshire,Sullivan County,4,43918
34,001,New Jersey,Atlantic County,4,275382
34,003,New Jersey,Bergen County,4,953540
34,005,New Jersey,Burlington County,4,466101
34,007,New Jersey,Camden County,4,524649
34,009,New Jersey,Cape May County,4,95405
34,011,New Jersey,Cumberland County,4,151347
34,013,New Jersey,Essex County,4,849724
34,015,New Jersey,Gloucester County,4,306767
34,017,New Jersey,Hudson County,4,702381
34,019,New Jersey,Hunterdon County,4,129805
34,021,New Jersey,Mercer County,4,380779
34,023,New Jersey,Middlesex County,4,861094
34,025,New Jersey,Monmouth County,4,644228
34,027,New Jersey,Morris County,4,511219
34,029,New Jersey,Ocean County,4,655663
34,031,New Jersey,Passaic County,4,513634
34,033,New Jersey,Salem County,4,65157
34,035,New Jersey,Somerset County,4,347047
34,037,New Jersey,Sussex County,4,145575
34,039,New Jersey,Union County,4,570417
34,041,New Jersey,Warren County,4,110903
35,001,New Mexico,Bernalillo County,4,672957
35,003,New Mexico,Catron County,4,3793
35,005,New Mexico,Chaves County,4,63892
35,006,New Mexico,Cibola County,4,26871
35,007,New Mexico,Colfax County,4,12272
35,009,New Mexico,Curry County,4,47430
35,011,New Mexico,De Baca County,4,1692
35,013,New Mexico,Doña Ana County,4,223530
35,015,New Mexico,Eddy County,4,60203
35,017,New Mexico,Grant County,4,27693
35,019,New Mexico,Guadalupe County,4,4316
35,021,New Mexico,Harding County,4,621
35,023,New Mexico,Hidalgo County,4,4011
35,025,New Mexico,Lea County,4,72343
35,027,New Mexico,Lincoln County,4,20343
35,028,New Mexico,Los Alamos County,4,19273
35,029,New Mexico,Luna County,4,25693
35,031,New Mexico,McKinley County,4,69931
35,033,New Mexico,Mora County,4,4147
35,035,New Mexico,Otero County,4,68517
35,037,New Mexico,Quay County,4,8529
35,039,New Mexico,Rio Arriba County,4,39991
35,041,New Mexico,Roosevelt County,4,18858
35,043,New Mexico,Sandoval County,4,153597
35,045,New Mexico,San Juan County,4,120569
35,047,New Mexico,San Miguel County,4,26902
35,049,New Mexico,Santa Fe County,4,155761
35,051,New Mexico,Sierra County,4,11474
35,053,New Mexico,Socorro County,4,16111
35,055,New Mexico,Taos County,4,34590
35,057,New Mexico,Torrance County,4,15383
35,059,New Mexico,Union County,4,3982
35,061,New Mexico,Valencia County,4,78201
36,001,New York,Albany County,4,315921
36,003,New York,Allegany County,4,46726
36,005,New York,Bronx County,4,1381808
36,007,New York,Broome County,4,197258
36,009,New York,Cattaraugus County,4,76050
36,011,New York,Cayuga County,4,74679
36,013,New York,Chautauqua County,4,125344
36,015,New York,Chemung County,4,81641
36,017,New York,Chenango County,4,46331
36,019,New York,Clinton County,4,78037
36,021,New York,Columbia County,4,61108
36,023,New York,Cortland County,4,46081
36,025,New York,Delaware County,4,44774
36,027,New York,Dutchess County,4,297609
36,029,New York,Erie County,4,948423
36,031,New York,Essex County,4,36763
36,033,New York,Franklin County,4,46393
36,035,New York,Fulton County,4,52256
36,037,New York,Genesee County,4,57398
36,039,New York,Greene County,4,47345
36,041,New York,Hamilton County,4,5121
36,043,New York,Herkimer County,4,59584
36,045,New York,Jefferson County,4,115461
36,047,New York,Kings County,4,2589531
36,049,New York,Lewis County,4,26595
36,051,New York,Livingston County,4,61340
36,053,New York,Madison County,4,67054
36,055,New York,Monroe County,4,750887
36,057,New York,Montgomery County,4,49333
36,059,New York,Nassau County,4,1385294
36,061,New York,New York County,4,1594543
36,063,New York,Niagara County,4,210467
36,065,New York,Oneida County,4,228358
36,067,New York,Onondaga County,4,469728
36,069,New York,Ontario County,4,112481
36,071,New York,Orange County,4,406491
36,073,New York,Orleans County,4,39163
36,075,New York,Oswego County,4,118239
36,077,New York,Otsego County,4,60409
36,079,New York,Putnam County,4,98312
36,081,New York,Queens County,4,2278558
36,083,New York,Rensselaer County,4,159421
36,085,New York,Richmond County,4,491358
36,087,New York,Rockland County,4,340357
36,089,New York,St. Lawrence County,4,107089
36,091,New York,Saratoga County,4,238468
36,093,New York,Schenectady County,4,159694
36,095,New York,Schoharie County,4,30091
36,097,New York,Schuyler County,4,17609
36,099,New York,Seneca County,4,32586
36,101,New York,Steuben County,4,92505
36,103,New York,Suffolk County,4,1527974
36,105,New York,Sullivan County,4,79735
36,107,New York,Tioga County,4,47766
36,109,New York,Tompkins County,4,104299
36,111,New York,Ulster County,4,182320
36,113,New York,Warren County,4,65427
36,115,New York,Washington County,4,60810
36,117,New York,Wayne County,4,90958
36,119,New York,Westchester County,4,991736
36,121,New York,Wyoming County,4,39601
36,123,New York,Yates County,4,24502
37,001,North Carolina,Alamance County,4,176618
37,003,North Carolina,Alexander County,4,36316
37,005,North Carolina,Alleghany County,4,11193
37,007,North Carolina,Anson County,4,21958
37,009,North Carolina,Ashe County,4,27062
37,011,North Carolina,Avery County,4,17541
37,013,North Carolina,Beaufort County,4,44400
37,015,North Carolina,Bertie County,4,17068
37,017,North Carolina,Bladen County,4,29391
37,019,North Carolina,Brunswick County,4,152908
37,021,North Carolina,Buncombe County,4,273790
37,023,North Carolina,Burke County,4,87972
37,025,North Carolina,Cabarrus County,4,235909
37,027,North Carolina,Caldwell County,4,80347
37,029,North Carolina,Camden County,4,11090
37,031,North Carolina,Carteret County,4,69326
37,033,North Carolina,Caswell County,4,22431
37,035,North Carolina,Catawba County,4,163167
37,037,North Carolina,Chatham County,4,79939
37,039,North Carolina,Cherokee County,4,29459
37,041,North Carolina,Chowan County,4,13898
37,043,North Carolina,Clay County,4,11615
37,045,North Carolina,Cleveland County,4,100653
37,047,North Carolina,Columbus County,4,50075
37,049,North Carolina,Craven County,4,101087
37,051,North Carolina,Cumberland County,4,336781
37,053,North Carolina,Currituck County,4,31008
37,055,North Carolina,Dare County,4,37987
37,057,North Carolina,Davidson County,4,172380
37,059,North Carolina,Davie County,4,44115
37,061,North Carolina,Duplin County,4,48934
37,063,North Carolina,Durham County,4,333292
37,065,North Carolina,Edgecombe County,4,48389
37,067,North Carolina,Forsyth County,4,389661
37,069,North Carolina,Franklin County,4,74400
37,071,North Carolina,Gaston County,4,233970
37,073,North Carolina,Gates County,4,10370
37,075,North Carolina,Graham County,4,8032
37,077,North Carolina,Granville County,4,61702
37,079,North Carolina,Greene County,4,20367
37,081,North Carolina,Guilford County,4,546457
37,083,North Carolina,Halifax County,4,47711
37,085,North Carolina,Harnett County,4,138478
37,087,North Carolina,Haywood County,4,62615
37,089,North Carolina,Henderson County,4,118298
37,091,North Carolina,Hertford County,4,19634
37,093,North Carolina,Hoke County,4,53691
37,095,North Carolina,Hyde County,4,4656
37,097,North Carolina,Iredell County,4,195874
37,099,North Carolina,Jackson County,4,43922
37,101,North Carolina,Johnston County,4,234902
37,103,North Carolina,Jones County,4,9219
37,105,North Carolina,Lee County,4,65543
37,107,North Carolina,Lenoir County,4,54499
37,109,North Carolina,Lincoln County,4,93108
37,111,North Carolina,McDowell County,4,44755
37,113,North Carolina,Macon County,4,37969
37,115,North Carolina,Madison County,4,21881
37,117,North Carolina,Martin County,4,21478
37,119,North Carolina,Mecklenburg County,4,1144075
37,121,North Carolina,Mitchell County,4,15048
37,123,North Carolina,Montgomery County,4,25841
37,125,North Carolina,Moore County,4,105491
37,127,North Carolina,Nash County,4,95820
37,129,North Carolina,New Hanover County,4,235784
37,131,North Carolina,Northampton County,4,16827
37,133,North Carolina,Onslow County,4,209031
37,135,North Carolina,Orange County,4,150253
37,137,North Carolina,Pamlico County,4,12234
37,139,North Carolina,Pasquotank County,4,41168
37,141,North Carolina,Pender County,4,65698
37,143,North Carolina,Perquimans County,4,13221
37,145,North Carolina,Person County,4,39343
37,147,North Carolina,Pitt County,4,173610
37,149,North Carolina,Polk County,4,20012
37,151,North Carolina,Randolph County,4,146196
37,153,North Carolina,Richmond County,4,42573
37,155,North Carolina,Robeson County,4,116466
37,157,North Carolina,Rockingham County,4,91966
37,159,North Carolina,Rowan County,4,149673
37,161,North Carolina,Rutherford County,4,64945
37,163,North Carolina,Sampson County,4,59027
37,165,North Carolina,Scotland County,4,34350
37,167,North Carolina,Stanly County,4,64231
37,169,North Carolina,Stokes County,4,45136
37,171,North Carolina,Surry County,4,71482
37,173,North Carolina,Swain County,4,13936
37,175,North Carolina,Transylvania County,4,33373
37,177,North Carolina,Tyrrell County,4,3473
37,179,North Carolina,Union County,4,249172
37,181,North Carolina,Vance County,4,42154
37,183,North Carolina,Wake County,4,1170778
37,185,North Carolina,Warren County,4,18677
37,187,North Carolina,Washington County,4,10776
37,189,North Carolina,Watauga County,4,55013
37,191,North Carolina,Wayne County,4,117449
37,193,North Carolina,Wilkes County,4,65791
37,195,North Carolina,Wilson County,4,78306
37,197,North Carolina,Yadkin County,4,37507
37,199,North Carolina,Yancey County,4,18768
38,001,North Dakota,Adams County,4,2133
38,003,North Dakota,Barnes County,4,10761
38,005,North Dakota,Benson County,4,5772
38,007,North Dakota,Billings County,4,1025
38,009,North Dakota,Bottineau County,4,6384
38,011,North Dakota,Bowman County,4,2899
38,013,North Dakota,Burke County,4,2132
38,015,North Dakota,Burleigh County,4,99396
38,017,North Dakota,Cass County,4,192713
38,019,North Dakota,Cavalier County,4,3608
38,021,North Dakota,Dickey County,4,4928
38,023,North Dakota,Divide County,4,2169
38,025,North Dakota,Dunn County,4,3994
38,027,North Dakota,Eddy County,4,2307
38,029,North Dakota,Emmons County,4,3254
38,031,North Dakota,Foster County,4,3380
38,033,North Dakota,Golden Valley County,4,1746
38,035,North Dakota,Grand Forks County,4,72421
38,037,North Dakota,Grant County,4,2238
38,039,North Dakota,Griggs County,4,2249
38,041,North Dakota,Hettinger County,4,2411
38,043,North Dakota,Kidder County,4,2381
38,045,North Dakota,LaMoure County,4,4076
38,047,North Dakota,Logan County,4,1838
38,049,North Dakota,McHenry County,4,5195
38,051,North Dakota,McIntosh County,4,2495
38,053,North Dakota,McKenzie County,4,13889
38,055,North Dakota,McLean County,4,9858
38,057,North Dakota,Mercer County,4,8327
38,059,North Dakota,Morton County,4,33705
38,061,North Dakota,Mountrail County,4,9241
38,063,North Dakota,Nelson County,4,2999
38,065,North Dakota,Oliver County,4,1862
38,067,North Dakota,Pembina County,4,6745
38,069,North Dakota,Pierce County,4,3931
38,071,North Dakota,Ramsey County,4,11516
38,073,North Dakota,Ransom County,4,5647
38,075,North Dakota,Renville County,4,2250
38,077,North Dakota,Richland County,4,16574
38,079,North Dakota,Rolette County,4,11867
38,081,North Dakota,Sargent County,4,3804
38,083,North Dakota,Sheridan County,4,1286
38,085,North Dakota,Sioux County,4,3686
38,087,North Dakota,Slope County,4,682
38,089,North Dakota,Stark County,4,32718
38,091,North Dakota,Steele County,4,1793
38,093,North Dakota,Stutsman County,4,21476
38,095,North Dakota,Towner County,4,2060
38,097,North Dakota,Traill County,4,7955
38,099,North Dakota,Walsh County,4,10460
38,101,North Dakota,Ward County,4,68788
38,103,North Dakota,Wells County,4,3922
38,105,North Dakota,Williams County,4,37966
39,001,Ohio,Adams County,4,27459
39,003,Ohio,Allen County,4,101097
39,005,Ohio,Ashland County,4,52024
39,007,Ohio,Ashtabula County,4,96960
39,009,Ohio,Athens County,4,60881
39,011,Ohio,Auglaize County,4,45946
39,013,Ohio,Belmont County,4,65495
39,015,Ohio,Brown County,4,43700
39,017,Ohio,Butler County,4,389728
39,019,Ohio,Carroll County,4,26686
39,021,Ohio,Champaign County,4,38743
39,023,Ohio,Clark County,4,134732
39,025,Ohio,Clermont County,4,210679
39,027,Ohio,Clinton County,4,41890
39,029,Ohio,Columbiana County,4,100569
39,031,Ohio,Coshocton County,4,36615
39,033,Ohio,Crawford County,4,41509
39,035,Ohio,Cuyahoga County,4,1236994
39,037,Ohio,Darke County,4,51526
39,039,Ohio,Defiance County,4,38128
39,041,Ohio,Delaware County,4,226526
39,043,Ohio,Erie County,4,74514
39,045,Ohio,Fairfield County,4,162956
39,047,Ohio,Fayette County,4,28832
39,049,Ohio,Franklin County,4,1321730
39,051,Ohio,Fulton County,4,42158
39,053,Ohio,Gallia County,4,29030
39,055,Ohio,Geauga County,4,95491
39,057,Ohio,Greene County,4,169027
39,059,Ohio,Guernsey County,4,38060
39,061,Ohio,Hamilton County,4,824721
39,063,Ohio,Hancock County,4,74774
39,065,Ohio,Hardin County,4,30391
39,067,Ohio,Harrison County,4,14351
39,069,Ohio,Henry County,4,27526
39,071,Ohio,Highland County,4,43426
39,073,Ohio,Hocking County,4,27818
39,075,Ohio,Holmes County,4,44375
39,077,Ohio,Huron County,4,58219
39,079,Ohio,Jackson County,4,32611
39,081,Ohio,Jefferson County,4,64273
39,083,Ohio,Knox County,4,63196
39,085,Ohio,Lake County,4,231736
39,087,Ohio,Lawrence County,4,56572
39,089,Ohio,Licking County,4,181765
39,091,Ohio,Logan County,4,46062
39,093,Ohio,Lorain County,4,316031
39,095,Ohio,Lucas County,4,426719
39,097,Ohio,Madison County,4,43581
39,099,Ohio,Mahoning County,4,225922
39,101,Ohio,Marion County,4,64609
39,103,Ohio,Medina County,4,183489
39,105,Ohio,Meigs County,4,21961
39,107,Ohio,Mercer County,4,42424
39,109,Ohio,Miami County,4,110213
39,111,Ohio,Monroe County,4,13215
39,113,Ohio,Montgomery County,4,533474
39,115,Ohio,Morgan County,4,13669
39,117,Ohio,Morrow County,4,35336
39,119,Ohio,Muskingum County,4,86114
39,121,Ohio,Noble County,4,14325
39,123,Ohio,Ottawa County,4,39968
39,125,Ohio,Paulding County,4,18762
39,127,Ohio,Perry County,4,35471
39,129,Ohio,Pickaway County,4,60007
39,131,Ohio,Pike County,4,27012
39,133,Ohio,Portage County,4,161742
39,135,Ohio,Preble County,4,40574
39,137,Ohio,Putnam County,4,34330
39,139,Ohio,Richland County,4,125261
39,141,Ohio,Ross County,4,76508
39,143,Ohio,Sandusky County,4,58567
39,145,Ohio,Scioto County,4,72189
39,147,Ohio,Seneca County,4,54534
39,149,Ohio,Shelby County,4,47684
39,151,Ohio,Stark County,4,372785
39,153,Ohio,Summit County,4,535769
39,155,Ohio,Trumbull County,4,200726
39,157,Ohio,Tuscarawas County,4,91971
39,159,Ohio,Union County,4,66876
39,161,Ohio,Van Wert County,4,28804
39,163,Ohio,Vinton County,4,12577
39,165,Ohio,Warren County,4,249735
39,167,Ohio,Washington County,4,58868
39,169,Ohio,Wayne County,4,116552
39,171,Ohio,Williams County,4,36648
39,173,Ohio,Wood County,4,131642
39,175,Ohio,Wyandot County,4,21552
40,001,Oklahoma,Adair County,4,19516
40,003,Oklahoma,Alfalfa County,4,5689
40,005,Oklahoma,Atoka County,4,14327
40,007,Oklahoma,Beaver County,4,5019
40,009,Oklahoma,Beckham County,4,21976
40,011,Oklahoma,Blaine County,4,8445
40,013,Oklahoma,Bryan County,4,48038
40,015,Oklahoma,Caddo County,4,26237
40,017,Oklahoma,Canadian County,4,169254
40,019,Oklahoma,Carter County,4,48336
40,021,Oklahoma,Cherokee County,4,48074
40,023,Oklahoma,Choctaw County,4,14407
40,025,Oklahoma,Cimarron County,4,2233
40,027,Oklahoma,Cleveland County,4,299484
40,029,Oklahoma,Coal County,4,5291
40,031,Oklahoma,Comanche County,4,122225
40,033,Oklahoma,Cotton County,4,5449
40,035,Oklahoma,Craig County,4,14176
40,037,Oklahoma,Creek County,4,72686
40,039,Oklahoma,Custer County,4,28039
40,041,Oklahoma,Delaware County,4,41480
40,043,Oklahoma,Dewey County,4,4404
40,045,Oklahoma,Ellis County,4,3683
40,047,Oklahoma,Garfield County,4,61951
40,049,Oklahoma,Garvin County,4,25771
40,051,Oklahoma,Grady County,4,56648
40,053,Oklahoma,Grant County,4,4122
40,055,Oklahoma,Greer County,4,5546
40,057,Oklahoma,Harmon County,4,2416
40,059,Oklahoma,Harper County,4,3165
40,061,Oklahoma,Haskell County,4,11667
40,063,Oklahoma,Hughes County,4,13434
40,065,Oklahoma,Jackson County,4,24659
40,067,Oklahoma,Jefferson County,4,5408
40,069,Oklahoma,Johnston County,4,10346
40,071,Oklahoma,Kay County,4,43738
40,073,Oklahoma,Kingfisher County,4,15228
40,075,Oklahoma,Kiowa County,4,8480
40,077,Oklahoma,Latimer County,4,9556
40,079,Oklahoma,Le Flore County,4,49002
40,081,Oklahoma,Lincoln County,4,34134
40,083,Oklahoma,Logan County,4,51924
40,085,Oklahoma,Love County,4,10174
40,087,Oklahoma,McClain County,4,45410
40,089,Oklahoma,McCurtain County,4,30773
40,091,Oklahoma,McIntosh County,4,19403
40,093,Oklahoma,Major County,4,7536
40,095,Oklahoma,Marshall County,4,15921
40,097,Oklahoma,Mayes County,4,39570
40,099,Oklahoma,Murray County,4,13681
40,101,Oklahoma,Muskogee County,4,66307
40,103,Oklahoma,Noble County,4,10845
40,105,Oklahoma,Nowata County,4,9413
40,107,Oklahoma,Okfuskee County,4,11227
40,109,Oklahoma,Oklahoma County,4,803103
40,111,Oklahoma,Okmulgee County,4,37011
40,113,Oklahoma,Osage County,4,45852
40,115,Oklahoma,Ottawa County,4,30329
40,117,Oklahoma,Pawnee County,4,15681
40,119,Oklahoma,Payne County,4,82701
40,121,Oklahoma,Pittsburg County,4,43476
40,123,Oklahoma,Pontotoc County,4,38032
40,125,Oklahoma,Pottawatomie County,4,73351
40,127,Oklahoma,Pushmataha County,4,10709
40,129,Oklahoma,Roger Mills County,4,3337
40,131,Oklahoma,Rogers County,4,99060
40,133,Oklahoma,Seminole County,4,23464
40,135,Oklahoma,Sequoyah County,4,39801
40,137,Oklahoma,Stephens County,4,43616
40,139,Oklahoma,Texas County,4,20505
40,141,Oklahoma,Tillman County,4,6971
40,143,Oklahoma,Tulsa County,4,677061
40,145,Oklahoma,Wagoner County,4,86697
40,147,Oklahoma,Washington County,4,53238
40,149,Oklahoma,Washita County,4,10736
40,151,Oklahoma,Woods County,4,8602
40,153,Oklahoma,Woodward County,4,20015
41,001,Oregon,Baker County,4,16937
41,003,Oregon,Benton County,4,97661
41,005,Oregon,Clackamas County,4,423118
41,007,Oregon,Clatsop County,4,41652
41,009,Oregon,Columbia County,4,53607
41,011,Oregon,Coos County,4,64923
41,013,Oregon,Crook County,4,26377
41,015,Oregon,Curry County,4,23613
41,017,Oregon,Deschutes County,4,206483
